school minority sex ses math.achieve sector size percent
1906 No Male 1.512 7.865 Catholic 400 87
1906 No Female -0.068 14.798 Catholic 400 87
1906 No Female 0.462 11.586 Catholic 400 87
1906 No Female 0.362 7.297 Catholic 400 87
1906 No Male 1.082 21.556 Catholic 400 87
1906 No Female 1.512 18.386 Catholic 400 87
1906 No Male 0.802 23.062 Catholic 400 87
1906 No Male 0.272 12.15 Catholic 400 87
1906 No Male 1.152 24.247 Catholic 400 87
1906 No Female 1.122 18.531 Catholic 400 87
1906 No Male -0.138 4.94 Catholic 400 87
1906 No Female 0.292 7.663 Catholic 400 87
1906 No Male 0.272 16.426 Catholic 400 87
1906 No Female -0.138 24.479 Catholic 400 87
1906 No Male 1.292 22.59 Catholic 400 87
1906 No Male 1.422 18.189 Catholic 400 87
1906 No Male 0.952 15.602 Catholic 400 87
1906 Yes Male 0.002 11.04 Catholic 400 87
1906 No Female 0.532 12.916 Catholic 400 87
1906 No Female 1.512 6.992 Catholic 400 87
1906 No Female 1.012 24.479 Catholic 400 87
1906 No Male -0.378 8.609 Catholic 400 87
1906 No Female 0.632 12.152 Catholic 400 87
1906 No Female 0.892 21.572 Catholic 400 87
1906 No Female 1.292 17.926 Catholic 400 87
1906 Yes Male 0.282 -1.603 Catholic 400 87
1906 No Male 0.102 23.231 Catholic 400 87
1906 No Female 1.012 10.257 Catholic 400 87
1906 No Female -0.048 20.194 Catholic 400 87
1906 No Female 1.012 16.312 Catholic 400 87
1906 No Male 0.412 17.127 Catholic 400 87
1906 No Male -0.188 20.66 Catholic 400 87
1909 No Male 0.482 12.165 Public 1357 45
1909 No Female 0.272 18.478 Public 1357 45
1909 No Female -1.288 7.892 Public 1357 45
1909 No Male 0.762 8.645 Public 1357 45
1909 No Female 0.642 17.342 Public 1357 45
1909 No Male 1.172 8.357 Public 1357 45
1909 No Female 0.182 13.907 Public 1357 45
1909 No Male 0.972 23.096 Public 1357 45
1909 No Male -0.028 7.539 Public 1357 45
1909 No Male 1.022 23.286 Public 1357 45
1909 No Female 0.892 14.593 Public 1357 45
1909 No Male -0.018 22.053 Public 1357 45
1909 No Male -0.478 12.5 Public 1357 45
1909 No Male 1.512 23.93 Public 1357 45
1909 No Female -0.138 4.605 Public 1357 45
1909 No Female -0.718 15.322 Public 1357 45
1909 No Male -0.738 5.69 Public 1357 45
1909 No Female -0.148 18.638 Public 1357 45
1909 No Female 0.892 17.06 Public 1357 45
1909 No Male 0.532 19.385 Public 1357 45
1909 No Male -0.178 17.416 Public 1357 45
1909 No Male -0.118 20.664 Public 1357 45
1909 No Female 0.312 22.585 Public 1357 45
1909 No Male -0.258 16 Public 1357 45
1909 No Male 0.682 7.327 Public 1357 45
1909 No Male 0.332 12.279 Public 1357 45
1909 No Male 1.362 8.132 Public 1357 45
1909 No Female -0.968 4.967 Public 1357 45
1942 No Female 0.802 16.387 Public 959 78
1942 No Female 1.072 24.993 Public 959 78
1942 No Female 0.702 21.084 Public 959 78
1942 Yes Male 0.922 22.337 Public 959 78
1942 No Male 1.372 12.398 Public 959 78
1942 No Male 0.412 24.041 Public 959 78
1942 No Male 1.162 23.856 Public 959 78
1942 No Male -0.568 20.514 Public 959 78
1942 No Female 1.282 23.023 Public 959 78
1942 No Female 0.052 11.015 Public 959 78
1942 No Male 0.552 15.63 Public 959 78
1942 No Female 1.052 23.613 Public 959 78
1942 No Female 1.192 16.903 Public 959 78
1942 No Male 0.312 13.926 Public 959 78
1942 No Male 1.152 17.344 Public 959 78
1942 No Female 0.212 20.979 Public 959 78
1942 No Male 0.902 11.204 Public 959 78
1942 No Male 1.032 22.116 Public 959 78
1942 No Female 0.002 9.468 Public 959 78
1942 No Female 0.132 18.211 Public 959 78
1942 No Male -0.298 22.681 Public 959 78
1942 No Female 0.442 21.991 Public 959 78
1942 No Female 0.642 14.13 Public 959 78
1942 No Female 1.242 20.088 Public 959 78
1942 No Male 1.192 24.479 Public 959 78
1942 No Female 0.442 22.288 Public 959 78
1942 No Female 1.512 3.209 Public 959 78
1942 No Female 0.532 14.702 Public 959 78
1942 No Male 0.322 12.606 Public 959 78
1946 No Male 1.002 24.993 Public 1646 38
1946 No Female -0.308 9.154 Public 1646 38
1946 No Male 1.312 19.017 Public 1646 38
1946 No Male 0.882 21.062 Public 1646 38
1946 No Male 0.012 18.04 Public 1646 38
1946 Yes Male 1.382 11.075 Public 1646 38
1946 No Male -0.278 7.84 Public 1646 38
1946 No Male 0.462 22.326 Public 1646 38
1946 No Female 0.052 1.755 Public 1646 38
1946 Yes Female -1.068 7.341 Public 1646 38
1946 No Female 0.762 23.834 Public 1646 38
1946 No Male 0.462 4.784 Public 1646 38
1946 No Male 0.102 8.755 Public 1646 38
1946 No Female 0.172 7.833 Public 1646 38
1946 No Female 0.062 11.71 Public 1646 38
1946 No Male 0.492 22.986 Public 1646 38
1946 No Female -0.758 16.863 Public 1646 38
1946 No Female 0.632 2.913 Public 1646 38
1946 Yes Male -1.058 21.883 Public 1646 38
1946 No Female -0.648 6.358 Public 1646 38
1946 No Female -0.118 7.938 Public 1646 38
1946 No Female -1.378 7.937 Public 1646 38
1946 No Female 0.492 22.254 Public 1646 38
1946 No Male -1.248 8.375 Public 1646 38
1946 Yes Male 0.402 18.362 Public 1646 38
1946 No Female 0.312 12.624 Public 1646 38
1946 No Female -0.588 14.393 Public 1646 38
1946 No Male -0.008 19.117 Public 1646 38
1946 No Male 0.012 22.354 Public 1646 38
1946 No Female -0.458 17.672 Public 1646 38
1946 No Female -1.398 3.605 Public 1646 38
1946 No Female -0.128 7.778 Public 1646 38
1946 No Male 0.792 14.635 Public 1646 38
1946 No Female -0.248 10.79 Public 1646 38
1946 No Male -0.158 6.149 Public 1646 38
1946 No Female -0.138 4.468 Public 1646 38
1946 No Female -0.318 3.209 Public 1646 38
1946 No Male 0.802 11.625 Public 1646 38
1946 No Male -0.138 19.622 Public 1646 38
2030 Yes Male 0.382 16.028 Public 1332 40
2030 No Male 0.862 12.927 Public 1332 40
2030 No Female 0.072 9.733 Public 1332 40
2030 No Female 0.782 20.932 Public 1332 40
2030 No Female 1.512 7.054 Public 1332 40
2030 No Male 1.022 4.461 Public 1332 40
2030 No Male 1.182 18.399 Public 1332 40
2030 No Male 1.202 15.332 Public 1332 40
2030 No Male -0.218 11.536 Public 1332 40
2030 No Male 0.402 15.893 Public 1332 40
2030 No Male -0.458 5.912 Public 1332 40
2030 No Female 0.552 23.108 Public 1332 40
2030 No Male 0.932 5.129 Public 1332 40
2030 No Female -0.828 9.32 Public 1332 40
2030 No Male -0.918 8.255 Public 1332 40
2030 No Female -0.118 4.756 Public 1332 40
2030 No Female 0.972 9.184 Public 1332 40
2030 No Male -0.878 6.21 Public 1332 40
2030 No Male 0.472 14.699 Public 1332 40
2030 No Male 1.512 15.463 Public 1332 40
2030 No Female -0.188 2.796 Public 1332 40
2030 No Female -0.538 15.564 Public 1332 40
2030 No Male -0.538 13.452 Public 1332 40
2030 No Female 0.712 16.257 Public 1332 40
2030 No Male 0.172 19.887 Public 1332 40
2030 No Female -1.178 11.883 Public 1332 40
2030 Yes Male 0.172 2.731 Public 1332 40
2030 No Male 0.982 4.696 Public 1332 40
2030 No Female 1.142 1.227 Public 1332 40
2030 No Male 0.702 15.608 Public 1332 40
2030 No Male 1.072 24.297 Public 1332 40
2030 No Female 1.042 2.625 Public 1332 40
2030 No Male 0.282 22.167 Public 1332 40
2030 No Male -0.648 10.916 Public 1332 40
2030 No Male -0.178 5.366 Public 1332 40
2030 No Male 0.212 9.004 Public 1332 40
2030 No Female 0.932 13.732 Public 1332 40
2030 No Female 0.502 19.118 Public 1332 40
2030 No Male 0.272 23.736 Public 1332 40
2030 Yes Female -0.078 4.328 Public 1332 40
2030 No Female 0.242 6.72 Public 1332 40
2030 No Female 0.112 12.692 Public 1332 40
2030 No Male -0.118 19.624 Public 1332 40
2030 No Male 1.302 16.604 Public 1332 40
2030 No Female 0.212 16.569 Public 1332 40
2030 No Female 0.352 11.47 Public 1332 40
2030 No Male 0.042 10.275 Public 1332 40
2208 No Male 0.702 20.633 Catholic 1061 68
2208 No Female 0.002 17.075 Catholic 1061 68
2208 No Female -0.318 5.958 Catholic 1061 68
2208 No Male 1.022 12.663 Catholic 1061 68
2208 No Female -0.268 13.684 Catholic 1061 68
2208 No Female -0.148 17.699 Catholic 1061 68
2208 No Male 1.652 16.658 Catholic 1061 68
2208 No Male 1.202 23.449 Catholic 1061 68
2208 No Male 0.012 23.822 Catholic 1061 68
2208 No Female -0.478 7.847 Catholic 1061 68
2208 No Female 1.392 18.46 Catholic 1061 68
2208 No Male 1.122 22.136 Catholic 1061 68
2208 No Male 0.842 21.007 Catholic 1061 68
2208 No Female 1.152 23.141 Catholic 1061 68
2208 No Female 0.202 7.237 Catholic 1061 68
2208 No Female 0.662 22.057 Catholic 1061 68
2208 No Female -0.298 4.206 Catholic 1061 68
2208 No Male 0.772 17.56 Catholic 1061 68
2208 No Female 0.792 12.281 Catholic 1061 68
2208 No Female 1.392 17.706 Catholic 1061 68
2208 No Female 0.432 20.026 Catholic 1061 68
2208 No Female -0.108 21.744 Catholic 1061 68
2208 No Male 0.982 17.163 Catholic 1061 68
2208 No Male 0.852 11.373 Catholic 1061 68
2208 No Male -0.188 6.795 Catholic 1061 68
2208 No Male -0.598 23.159 Catholic 1061 68
2208 No Female 0.562 14.315 Catholic 1061 68
2208 No Female 0.182 3.51 Catholic 1061 68
2208 No Female -0.118 10.983 Catholic 1061 68
2208 No Male 0.632 13.021 Catholic 1061 68
2208 No Female -0.438 7.956 Catholic 1061 68
2208 No Male 0.202 8.782 Catholic 1061 68
2208 No Female 1.002 7.155 Catholic 1061 68
2208 No Female 0.572 17.536 Catholic 1061 68
2208 No Female 0.182 4.786 Catholic 1061 68
2208 No Female 0.482 14.15 Catholic 1061 68
2208 No Female -0.068 19.604 Catholic 1061 68
2208 No Male -0.348 16.841 Catholic 1061 68
2208 No Female -0.908 17.839 Catholic 1061 68
2208 No Female 0.772 6.078 Catholic 1061 68
2208 No Male 0.702 11.21 Catholic 1061 68
2208 No Male 0.932 12.497 Catholic 1061 68
2208 No Female 0.932 23.529 Catholic 1061 68
2208 No Male -0.468 18.196 Catholic 1061 68
2208 No Female -0.118 16.353 Catholic 1061 68
2208 No Male 0.792 20.628 Catholic 1061 68
2208 No Male 0.202 24.707 Catholic 1061 68
2208 No Female 0.212 21.009 Catholic 1061 68
2208 No Male 0.142 21.89 Catholic 1061 68
2208 No Male 0.112 22.16 Catholic 1061 68
2208 No Male -0.368 8.438 Catholic 1061 68
2208 No Male 0.782 9.796 Catholic 1061 68
2208 No Male 1.182 23.955 Catholic 1061 68
2208 No Female 1.122 16.76 Catholic 1061 68
2208 No Female 1.202 16.302 Catholic 1061 68
2208 No Female 0.682 19.196 Catholic 1061 68
2208 No Female 0.802 11.457 Catholic 1061 68
2208 No Female 1.032 20.3 Catholic 1061 68
2208 No Female 0.242 14.845 Catholic 1061 68
2208 No Female -0.218 2.957 Catholic 1061 68
2277 Yes Female -0.718 3.472 Catholic 773 67
2277 Yes Female 1.762 4.261 Catholic 773 67
2277 Yes Female -1.258 6.328 Catholic 773 67
2277 Yes Female -0.678 10.308 Catholic 773 67
2277 Yes Female -0.708 4.097 Catholic 773 67
2277 No Female -0.598 10.24 Catholic 773 67
2277 Yes Female -1.148 8.089 Catholic 773 67
2277 No Female -0.798 6.932 Catholic 773 67
2277 Yes Female -1.378 20.906 Catholic 773 67
2277 Yes Female -0.398 3.522 Catholic 773 67
2277 No Female -0.548 13.643 Catholic 773 67
2277 Yes Female -0.948 12.865 Catholic 773 67
2277 Yes Female -0.138 8.642 Catholic 773 67
2277 Yes Female -1.198 5.252 Catholic 773 67
2277 Yes Female -1.008 15.778 Catholic 773 67
2277 Yes Female -0.858 10.371 Catholic 773 67
2277 Yes Female -0.468 3.235 Catholic 773 67
2277 Yes Female -0.678 4.782 Catholic 773 67
2277 Yes Female -0.188 3.677 Catholic 773 67
2277 No Female -0.218 18.532 Catholic 773 67
2277 Yes Female 0.502 1.938 Catholic 773 67
2277 Yes Female -0.208 8.293 Catholic 773 67
2277 Yes Female -0.768 12.412 Catholic 773 67
2277 Yes Female -0.988 16.13 Catholic 773 67
2277 No Female -1.448 2.891 Catholic 773 67
2277 Yes Female -1.718 6.701 Catholic 773 67
2277 Yes Female 0.052 12.075 Catholic 773 67
2277 Yes Female -0.178 10.425 Catholic 773 67
2277 Yes Female -1.308 12.573 Catholic 773 67
2277 Yes Female -1.648 9.146 Catholic 773 67
2277 Yes Female -1.058 4.559 Catholic 773 67
2277 No Female -1.158 2.38 Catholic 773 67
2277 Yes Female -0.778 8.309 Catholic 773 67
2277 Yes Female 0.582 6.061 Catholic 773 67
2277 Yes Female -0.428 6.098 Catholic 773 67
2277 Yes Female -1.458 16.248 Catholic 773 67
2277 Yes Female -1.178 2.462 Catholic 773 67
2277 Yes Female -1.498 4.069 Catholic 773 67
2277 Yes Female -1.278 15.922 Catholic 773 67
2277 No Female -0.398 18.118 Catholic 773 67
2277 Yes Female 0.562 13.484 Catholic 773 67
2277 Yes Female -0.528 4.579 Catholic 773 67
2277 Yes Female -1.438 14.009 Catholic 773 67
2277 No Female -0.898 -1.722 Catholic 773 67
2277 Yes Female 0.122 4.322 Catholic 773 67
2277 No Female -1.208 10.92 Catholic 773 67
2277 Yes Female -1.128 5.081 Catholic 773 67
2277 No Female 0.442 5.449 Catholic 773 67
2277 Yes Female -1.058 12.725 Catholic 773 67
2277 Yes Female -0.858 14.231 Catholic 773 67
2277 Yes Female -1.078 8.338 Catholic 773 67
2277 Yes Female -1.028 18.592 Catholic 773 67
2277 No Female -1.328 14.476 Catholic 773 67
2277 Yes Female -0.298 11.975 Catholic 773 67
2277 No Female -1.008 10.967 Catholic 773 67
2277 Yes Female -1.808 22.731 Catholic 773 67
2277 No Female -1.448 9.048 Catholic 773 67
2277 No Female -0.118 2.837 Catholic 773 67
2277 Yes Female -1.138 21.723 Catholic 773 67
2277 Yes Female -1.388 5.467 Catholic 773 67
2277 Yes Female -1.318 6.18 Catholic 773 67
2305 Yes Female -0.738 16.405 Catholic 485 69
2305 Yes Female -1.178 12.823 Catholic 485 69
2305 Yes Female -0.308 15.256 Catholic 485 69
2305 Yes Female -0.358 12.746 Catholic 485 69
2305 Yes Female -1.518 10.246 Catholic 485 69
2305 Yes Female -0.518 8.94 Catholic 485 69
2305 Yes Female -0.368 -1.005 Catholic 485 69
2305 Yes Female -0.228 17.401 Catholic 485 69
2305 Yes Female 0.102 15.192 Catholic 485 69
2305 Yes Female 0.052 16.174 Catholic 485 69
2305 Yes Female -0.148 12.433 Catholic 485 69
2305 Yes Female -0.528 16.331 Catholic 485 69
2305 Yes Female -0.648 6.51 Catholic 485 69
2305 Yes Female -0.598 4.082 Catholic 485 69
2305 Yes Female -1.058 6.444 Catholic 485 69
2305 Yes Female -1.178 2.734 Catholic 485 69
2305 Yes Female -0.358 4.005 Catholic 485 69
2305 Yes Female -1.208 14.364 Catholic 485 69
2305 No Female 0.162 5.624 Catholic 485 69
2305 Yes Female -1.548 11.896 Catholic 485 69
2305 Yes Female 0.182 12.313 Catholic 485 69
2305 No Female -1.178 10.839 Catholic 485 69
2305 Yes Female -1.698 12.199 Catholic 485 69
2305 Yes Female -0.148 15.062 Catholic 485 69
2305 Yes Female -0.438 11.356 Catholic 485 69
2305 Yes Female -0.388 6.292 Catholic 485 69
2305 Yes Female -0.478 7.141 Catholic 485 69
2305 Yes Female 0.442 10.168 Catholic 485 69
2305 Yes Female -0.598 10.567 Catholic 485 69
2305 Yes Female -0.568 12.356 Catholic 485 69
2305 Yes Female -0.058 5.074 Catholic 485 69
2305 No Female -1.088 10.581 Catholic 485 69
2305 Yes Female -1.178 13.882 Catholic 485 69
2305 Yes Female -0.468 2.095 Catholic 485 69
2305 Yes Female -0.568 15.898 Catholic 485 69
2305 Yes Female -2.138 14.09 Catholic 485 69
2305 Yes Female -1.608 11.01 Catholic 485 69
2305 Yes Female -0.708 6.407 Catholic 485 69
2305 Yes Female -0.008 2.079 Catholic 485 69
2305 Yes Female -0.858 13.632 Catholic 485 69
2305 Yes Female -0.838 15.303 Catholic 485 69
2305 Yes Female -0.438 10.264 Catholic 485 69
2305 Yes Female -0.888 10.004 Catholic 485 69
2305 Yes Female -0.338 15.857 Catholic 485 69
2305 Yes Female -1.288 18.534 Catholic 485 69
2305 Yes Female 0.202 10.927 Catholic 485 69
2305 Yes Female 1.242 9.318 Catholic 485 69
2305 Yes Female -0.778 9.917 Catholic 485 69
2305 Yes Female 0.122 6.727 Catholic 485 69
2305 Yes Female -1.458 14.901 Catholic 485 69
2305 Yes Female -1.928 13.344 Catholic 485 69
2305 Yes Female -1.128 16.557 Catholic 485 69
2305 Yes Female -0.588 14.038 Catholic 485 69
2305 Yes Female -1.038 10.067 Catholic 485 69
2305 Yes Female -1.028 10.743 Catholic 485 69
2305 Yes Female -0.708 21.352 Catholic 485 69
2305 Yes Female -0.038 11.658 Catholic 485 69
2305 Yes Female -1.378 17.251 Catholic 485 69
2305 Yes Female 1.192 16.406 Catholic 485 69
2305 Yes Female 0.402 14.009 Catholic 485 69
2305 Yes Female -1.158 7.594 Catholic 485 69
2305 Yes Female -0.938 -0.602 Catholic 485 69
2305 Yes Female -0.768 -0.928 Catholic 485 69
2305 Yes Female -0.348 14.558 Catholic 485 69
2305 Yes Female -0.078 11.596 Catholic 485 69
2305 Yes Female -1.098 15.085 Catholic 485 69
2305 Yes Female -1.268 20.108 Catholic 485 69
2336 No Male -0.228 24.404 Public 1523 63
2336 No Male 1.132 23.744 Public 1523 63
2336 No Female 0.502 17.563 Public 1523 63
2336 No Male 0.962 23.696 Public 1523 63
2336 No Male 0.942 24.344 Public 1523 63
2336 No Female 1.012 14.767 Public 1523 63
2336 No Male 0.602 18.836 Public 1523 63
2336 No Female 0.532 4.472 Public 1523 63
2336 No Female 0.722 20.346 Public 1523 63
2336 No Male 1.282 6.92 Public 1523 63
2336 No Male 0.492 24.993 Public 1523 63
2336 No Female 0.972 20.255 Public 1523 63
2336 No Male 0.522 13.082 Public 1523 63
2336 No Female 0.912 21.774 Public 1523 63
2336 No Female 1.072 19.484 Public 1523 63
2336 No Male 0.412 8.572 Public 1523 63
2336 No Male -0.798 21.206 Public 1523 63
2336 No Male 1.072 21.218 Public 1523 63
2336 No Female 1.092 18.736 Public 1523 63
2336 No Male 0.292 9.294 Public 1523 63
2336 No Male 0.922 4.807 Public 1523 63
2336 No Female 0.842 17.54 Public 1523 63
2336 Yes Female 0.452 13.669 Public 1523 63
2336 No Female 0.082 20.389 Public 1523 63
2336 No Male 0.912 23.188 Public 1523 63
2336 No Male -0.218 13.853 Public 1523 63
2336 No Male 0.352 21.435 Public 1523 63
2336 No Female -0.918 11.351 Public 1523 63
2336 No Female -0.158 21.085 Public 1523 63
2336 No Male 0.452 21.185 Public 1523 63
2336 No Female -0.258 10.038 Public 1523 63
2336 No Female 1.392 17.242 Public 1523 63
2336 No Male 1.392 11.655 Public 1523 63
2336 No Male 0.422 15.076 Public 1523 63
2336 No Male 0.662 10.529 Public 1523 63
2336 No Female -0.138 10.951 Public 1523 63
2336 No Female 1.072 18.487 Public 1523 63
2336 No Male 0.922 14.499 Public 1523 63
2336 No Male 0.652 22.12 Public 1523 63
2336 No Female -0.428 12.356 Public 1523 63
2336 No Female -0.858 11.23 Public 1523 63
2336 No Female 0.072 6.902 Public 1523 63
2336 No Male -0.078 18.254 Public 1523 63
2336 No Male 1.172 22.901 Public 1523 63
2336 No Female -0.638 11.571 Public 1523 63
2336 No Female -0.098 24.993 Public 1523 63
2336 No Male -0.728 11.32 Public 1523 63
2458 No Female -0.048 21.403 Catholic 545 89
2458 No Female 1.302 14.005 Catholic 545 89
2458 No Female 0.402 19.153 Catholic 545 89
2458 Yes Female -1.058 7.814 Catholic 545 89
2458 Yes Female -0.178 9.829 Catholic 545 89
2458 Yes Female 0.232 22.631 Catholic 545 89
2458 No Female 0.312 23.044 Catholic 545 89
2458 Yes Female 0.852 22.743 Catholic 545 89
2458 Yes Female 0.262 17.205 Catholic 545 89
2458 Yes Female 0.052 12.071 Catholic 545 89
2458 Yes Female -0.468 19.161 Catholic 545 89
2458 Yes Female -0.268 12.332 Catholic 545 89
2458 No Female 1.512 22.681 Catholic 545 89
2458 Yes Female 0.182 4.928 Catholic 545 89
2458 Yes Female 0.242 9.142 Catholic 545 89
2458 No Female 1.072 24.488 Catholic 545 89
2458 Yes Female 1.172 13.666 Catholic 545 89
2458 No Female 1.082 21.451 Catholic 545 89
2458 Yes Female -0.068 5.52 Catholic 545 89
2458 Yes Female 1.122 9.09 Catholic 545 89
2458 Yes Female -0.218 21.299 Catholic 545 89
2458 Yes Female 0.192 9.922 Catholic 545 89
2458 Yes Female 0.062 17.666 Catholic 545 89
2458 Yes Female 0.322 13.095 Catholic 545 89
2458 Yes Female -0.448 8.387 Catholic 545 89
2458 Yes Female 0.842 20.21 Catholic 545 89
2458 Yes Female -0.938 8.056 Catholic 545 89
2458 Yes Female 0.332 23.534 Catholic 545 89
2458 No Female 1.342 15.496 Catholic 545 89
2458 Yes Female -0.958 5.215 Catholic 545 89
2458 Yes Female -0.888 13.879 Catholic 545 89
2458 No Female 0.192 6.952 Catholic 545 89
2458 No Female 0.872 11.466 Catholic 545 89
2458 No Female 0.772 9.49 Catholic 545 89
